UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75 ,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
175272,1,5,1,1,3,3,5,3,3,R,5335,R,1568.0,R,3767.0,R,4103.0,R,1136.0,R,2967.0,R,1098.0,R,328.0,R,770.0,R,1084.0,R,324.0,R,760.0,R,14.0,R,4.0,R,10.0,R,23.0,R,2.0,R,735.0,R,67.0,R,450.0,R,650.0,R,520.0,R,630.0,R,19.0,R,25.0,R,17.0,R,24.0,R,18.0,R,25.0,Winona State University, ,175 West Mark Street,Winona,MN,55987-5838,27,4,Scott R Olson,President,5074575000,411687554,806782405,239400,1,www.winona.edu/,www.winona.edu/admissions/,www.winona.edu/financialaid/default.asp,www.winona.edu/admissions/apply.asp,www.ohe.state.mn.us/Estimator/firstQuestions.cfm,www.winona.edu/veterans/,www.winona.edu/ipar/Media/Student-Right-to-Know-Disclosure.pdf,www.winona.edu/accessservices/,1,1,1,9,1,1,11,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,19,16,8,10,3,13,20,19,19,21,2,3,1,Minnesota State Colleges and Universities,127010,49100,2,-2,-2,27169,Winona County,2701,-91.643723,44.046159,117,1
175342,1,2,1,3,5,3,1,1,3,R,4819,R,1423.0,R,3396.0,R,1875.0,R,489.0,R,1386.0,R,402.0,R,126.0,R,276.0,R,376.0,R,115.0,R,261.0,R,26.0,R,11.0,R,15.0,R,40.0,R,10.0,R,362.0,R,90.0,R,433.0,R,538.0,R,420.0,R,535.0,R,17.0,R,26.0,R,15.0,R,27.0,R,16.0,R,25.0,Alcorn State University, ,1000 ASU Dr Ste 359,Alcorn State,MS,39096-7500,28,5,Dr. Felecia M. Nave,President,6018776100,646000013,075084897,239600,1,www.alcorn.edu/,www.alcorn.edu/admissions,www.alcorn.edu/admissions/financial-aid,https://selfserve.alcorn.edu/pls/prod/bwskalog.P_DispLoginNon,www.alcorn.edu/admissions/financial-aid/consumer-information-disclosures, , ,www.alcorn.edu/academics/student-services/health-and-disability-services,1,1,1,9,1,1,13,1,1,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1,2,20,13,6,11,4,11,19,19,19,21,1,2,1,Mississippi Institutions of Higher Learning,128010,-2,-2,-2,-2,28021,Claiborne County,2802,-91.142854,31.877216,124,2
175421,1,3,1,3,2,3,5,1,3,R,1787,R,671.0,R,1116.0,R,1144.0,R,466.0,R,678.0,R,212.0,R,83.0,R,129.0,R,187.0,R,76.0,R,111.0,R,25.0,R,7.0,R,18.0,R,13.0,R,6.0,R,158.0,R,75.0,R,490.0,R,660.0,R,490.0,R,600.0,R,19.0,R,24.0,R,17.0,R,25.0,R,17.0,R,24.0,Belhaven University, ,1500 Peachtree St,Jackson,MS,39202,28,5,Roger Parrott,President,6019685940,640303069,079462198,239700,1,www.belhaven.edu/,www.belhaven.edu/admission.htm,www.belhaven.edu/financial_aid/Default.htm,www.belhaven.edu/apply/,www.belhaven.edu/financial_aid/calculator.htm,www.belhaven.edu/military/top-ten.asp,www.belhaven.edu/belhaven/student_right.htm,www.belhaven.edu/campus_life/student-development/ada.htm,2,1,2,9,1,1,12,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,12,5,5,10,18,18,19,32,2,2,2,-2,-2,27140,1,298,-2,28049,Hinds County,2803,-90.169228,32.318415,102,1
175430,1,1,1,5,5,5,1,1,1,R,219,R,101.0,R,118.0,R,217.0,R,100.0,R,117.0,R,142.0,R,70.0,R,72.0,R,140.0,R,70.0,R,70.0,R,2.0,R,0.0,R,2.0,R,12.0,R,9.0,R,128.0,R,90.0,R,520.0,R,550.0,R,520.0,R,610.0,R,18.0,R,23.0,R,17.0,R,24.0,R,17.0,R,23.0,Blue Mountain College, ,201 W Main St,Blue Mountain,MS,38610,28,5,Barbara C. McMillin,President,6626854771,640325640,073556680,239800,1,www.bmc.edu/,https://bmc.edu/admissions,https://bmc.edu/financial-aid,https://bmc.edu/apply-online,https://bmc.edu/NPCLC, ,www.bmcsports.com/,https://bmc.edu/academic-support-services,2,1,2,7,1,1,20,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,1,11,3,8,22,22,22,32,2,1,2,-2,-2,-2,-2,-2,-2,28139,Tippah County,2801,-89.02924,34.67209,140,1
175616,1,5,1,1,3,3,1,1,5,R,901,R,362.0,R,539.0,R,899.0,R,361.0,R,538.0,R,264.0,R,130.0,R,134.0,R,250.0,R,118.0,R,132.0,R,14.0,R,12.0,R,2.0,R,25.0,R,9.0,R,227.0,R,86.0,R,470.0,R,600.0,R,480.0,R,590.0,R,16.0,R,22.0,R,15.0,R,23.0,R,16.0,R,21.0,Delta State University, ,1003 W Sunflower Road,Cleveland,MS,38733,28,5,William  Bill  LaForge,President,6628463000,646026565,063942676,240300,1,www.deltastate.edu/,www.deltastate.edu/academic-affairs/admissions/,www.deltastate.edu/student-affairs/financial-aid/,www.deltastate.edu/academic-affairs/admissions/,npcalc.deltastate.edu/,www.deltastate.edu/academic-affairs/registrars-office/veteran-affairs-education-benefits/,www.deltastate.edu/PDFFiles/irp/heoa/2013-14-Student-Athlete-Graduation-Rates.pdf,www.deltastate.edu/student-affairs/campus-counseling-center/disability-services/,1,1,1,9,1,1,11,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,12,11,4,11,18,18,18,21,2,2,1,Mississippi Institutions of Higher Learning,128010,17380,2,185,-2,28011,Bolivar County,2802,-90.735365,33.744745,110,1
175856,1,5,1,1,3,3,5,1,3,R,7889,R,2512.0,R,5377.0,R,4900.0,R,1396.0,R,3504.0,R,793.0,R,291.0,R,502.0,R,766.0,R,277.0,R,489.0,R,27.0,R,14.0,R,13.0,R,164.0,R,27.0,R,435.0,R,55.0,R,420.0,R,440.0,R,520.0,R,540.0,R,16.0,R,20.0,R,15.0,R,19.0,R,15.0,R,19.0,Jackson State University, ,1400 John R. Lynch Street,Jackson,MS,39217,28,5,Mr. Thomas K. Hudson,President,6019792121,646000507,044507085,241000,1,https://www.jsums.edu/,https://www.jsums.edu/admissions/,https://www.jsums.edu/financialaid/,https://www.jsums.edu/apply/,https://www.jsums.edu/npc/, , ,www.jsums.edu/disability/,1,1,1,9,1,1,12,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,16,13,18,11,4,14,16,16,16,16,2,3,1,Mississippi Institutions of Higher Learning,128010,27140,1,298,-2,28049,Hinds County,2802,-90.207405,32.296105,97,1
175980,1,2,1,2,2,3,5,1,3,R,2220,R,1025.0,R,1195.0,R,1511.0,R,691.0,R,820.0,C,201.0,C,110.0,C,91.0,C,201.0,C,110.0,C,91.0,R,0.0,R,0.0,R,0.0,R,10.0,R,4.0,R,133.0,R,57.0,R,610.0,R,699.0,R,525.0,R,655.0,R,21.0,R,28.0,R,20.0,R,29.0,R,18.0,R,25.0,Millsaps College,Millsaps,1701 N State St,Jackson,MS,39210-0001,28,5,Dr. Rob Pearigen,President,6019741000,640303084,062648100,241400,1,www.millsaps.edu/,www.millsaps.edu/admissions.php,www.millsaps.edu/financial-aid/index.php,www.millsaps.edu/admissions/apply.php,www.millsaps.edu/secure/financial-aid-net-price-calculator.php,www.millsaps.edu/financial-aid/military-aid-programs.php, ,www.millsaps.edu/student_life/ada_services.php,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,21,10,2,12,3,8,21,21,21,31,2,1,2,-2,-2,27140,1,298,-2,28049,Hinds County,2802,-90.179957,32.322746,134,1
176017,1,2,1,1,3,3,1,1,3,R,19531,R,7444.0,R,12087.0,R,17512.0,R,6626.0,R,10886.0,R,3580.0,R,1564.0,R,2016.0,R,3559.0,R,1553.0,R,2006.0,R,21.0,R,11.0,R,10.0,R,671.0,R,19.0,R,2670.0,R,75.0,R,515.0,R,620.0,R,510.0,R,605.0,R,21.0,R,29.0,R,21.0,R,31.0,R,19.0,R,27.0,University of Mississippi,Ole Miss,"Oxford, Mississippi",University,MS,38677-1848,28,5,Dr. Glenn Boyce,Chancellor,6629157211,646001159,067713560,244000,1,www.olemiss.edu/,admissions.olemiss.edu/,finaid.olemiss.edu/,www.olemiss.edu/applynow,https://finaid.olemiss.edu/calculator/,vms.olemiss.edu/faq,www.olemiss.edu/info/disclosures/,sds.olemiss.edu/,1,1,1,9,1,1,11,1,2,1,1,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,15,16,14,13,4,16,15,15,16,15,2,5,1,Mississippi Institutions of Higher Learning,128010,37060,2,-2,-2,28071,Lafayette County,2801,-89.537434,34.365529,93,1
176035,1,3,1,1,3,3,1,1,3,R,422,R,49.0,R,373.0,R,419.0,R,48.0,R,371.0,R,171.0,R,24.0,R,147.0,R,167.0,R,24.0,R,143.0,R,4.0,R,0.0,R,4.0,R,6.0,R,4.0,R,164.0,R,96.0,R,440.0,R,610.0,R,410.0,R,570.0,R,18.0,R,24.0,R,16.0,R,24.0,R,16.0,R,23.0,Mississippi University for Women,MUW,1100 College Street,Columbus,MS,39701,28,5,Nora Miller,President,6623294750,646000826,067136762,242200,1,https://www.muw.edu/,https://www.muw.edu/admissions,https://www.muw.edu/finaid,https://www.muw.edu/admissions/apply,https://www.muw.edu/finaid/freshmancalculator,https://www.muw.edu/veterans,https://www.muw.edu/disclosures/right-to-know,https://www.muw.edu/ssc/disability,1,1,1,9,1,1,13,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,20,19,8,11,3,10,19,20,20,22,2,2,1,Mississippi Institutions of Higher Learning,128010,18060,2,200,-2,28087,Lowndes County,2801,-88.418601,33.493305,124,1
176080,1,2,1,1,3,3,1,1,3,R,17707,R,7378.0,R,10329.0,R,13478.0,R,5702.0,R,7776.0,R,3388.0,R,1593.0,R,1795.0,R,3372.0,R,1585.0,R,1787.0,R,16.0,R,8.0,R,8.0,R,310.0,R,9.0,R,3078.0,R,91.0,R,520.0,R,640.0,R,510.0,R,640.0,R,21.0,R,30.0,R,21.0,R,31.0,R,19.0,R,27.0,Mississippi State University, ,Lee Boulevard,Mississippi State,MS,39762,28,5,Dr. Mark Keenum,President,6623252323,646000819,075461814,242300,1,https://www.msstate.edu/,https://www.admissions.msstate.edu/,https://www.sfa.msstate.edu/,https://www.msstate.edu/future-students/apply,https://npc.collegeboard.org/app/msu/start, ,https://eligibilitycenter.org/,www.sss.msstate.edu/,1,1,1,9,1,1,11,1,2,2,1,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,14,13,4,16,15,16,15,15,1,5,1,Mississippi Institutions of Higher Learning,128010,44260,2,-2,-2,28105,Oktibbeha County,2803,-88.790139,33.454852,93,1
176406,1,3,1,2,3,3,1,1,3,R,3295,R,1180.0,R,2115.0,R,1839.0,R,559.0,R,1280.0,R,98.0,R,48.0,R,50.0,R,98.0,R,48.0,R,50.0,A,,A,,A,,R,11.0,R,11.0,R,76.0,R,78.0,R,380.0,R,550.0,R,410.0,R,540.0,R,16.0,R,21.0,R,13.0,R,21.0,R,15.0,R,19.0,Tougaloo College, ,500 W County Line Rd,Tougaloo,MS,39174,28,5,Carmen Walters,President,6019777700,640303093,072618572,243900,1,www.tougaloo.edu/,www.tougaloo.edu/admissions,www.tougaloo.edu/admissions/office-student-financial-aid, ,www.tougaloo.edu/admissions/office-student-financial-aid/net-price-calculator, , ,www.tougaloo.edu/student-life/counseling-services/services-provided,2,1,2,7,1,1,20,1,1,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,21,7,3,11,3,8,21,21,21,31,2,1,2,-2,-2,27140,1,298,-2,28089,Madison County,2802,-90.16076,32.403014,134,2
176479,1,2,1,2,3,3,1,1,3,R,470,R,160.0,R,310.0,R,270.0,R,103.0,R,167.0,R,153.0,R,67.0,R,86.0,R,152.0,R,67.0,R,85.0,R,1.0,R,0.0,R,1.0,R,6.0,R,4.0,R,129.0,R,96.0,R,530.0,R,680.0,R,450.0,R,640.0,R,21.0,R,29.0,R,21.0,R,31.0,R,18.0,R,26.0,William Carey University, ,710 William Carey Parkway,Hattiesburg,MS,39401,28,5,Tommy King,President Chief Executive Offi,6013186051,640329300,071942130,244700,1,www.wmcarey.edu/,www.wmcarey.edu/office/Admissions,www.wmcarey.edu/Office/financial-aid,www.wmcarey.edu/page/apply-to-carey,https://wmcarey.studentaidcalculator.com/survey.aspx,www.wmcarey.edu/page/va-information,www.wmcarey.edu/,www.wmcarey.edu/,2,1,2,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,17,13,18,13,5,13,17,18,18,21,2,3,2,-2,-2,25620,1,279,-2,28035,Forrest County,2804,-89.291815,31.305264,101,1
176628,1,3,1,2,3,3,5,1,3,R,2069,R,1164.0,R,905.0,R,1407.0,R,761.0,R,646.0,R,217.0,R,99.0,R,118.0,R,217.0,R,99.0,R,118.0,A,,A,,A,,R,14.0,R,6.0,R,156.0,R,72.0,R,480.0,R,570.0,R,453.0,R,590.0,R,17.0,R,23.0,R,15.0,R,23.0,R,16.0,R,22.0,Avila University, ,11901 Wornall Rd,Kansas City,MO,64145-1698,29,4,Ron Slepitza,President,8169428400,440617326,067954685,244900,1,https://www.avila.edu/,https://www.avila.edu/admissions/,https://www.avila.edu/avila-life/student-success-center/student-financial-services/financial-aid-office/,https://www.avila.edu/apply/,https://www.avila.edu/avila-life/student-success-center/student-financial-services/financial-aid-office/,https://www.avila.edu/avila-life/student-success-center/student-financial-services/financial-aid-office/financial-aid-for-veterans/,https://www.avila.edu/about/facts/student-consumer-information/,https://www.avila.edu/avila-life/student-success-center/student-access-office/,2,1,2,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,19,13,7,11,4,10,19,19,19,21,2,2,2,-2,-2,28140,1,312,-2,29095,Jackson County,2905,-94.591758,38.91339,121,1
176789,1,5,3,3,1,2,5,1,3,R,86,R,46.0,R,40.0,R,51.0,R,21.0,R,30.0,R,43.0,R,17.0,R,26.0,R,34.0,R,12.0,R,22.0,R,9.0,R,5.0,R,4.0,R,5.0,R,12.0,R,14.0,R,33.0,R,420.0,R,680.0,R,450.0,R,690.0,R,18.0,R,22.0,R,18.0,R,22.0,R,16.0,R,21.0,Calvary University, ,15800 Calvary Road,Kansas City,MO,64147-1341,29,4,Alexander Granados,President,8163220110,436052681,067950923,245000,1,www.calvary.edu/,www.calvary.edu/admissions/,www.calvary.edu/college/financial-aid/,www.calvary.edu/apply-now/,www.calvary.edu/net-cost-calculator/, , ,www.calvary.edu/disability-services/,2,1,2,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,11,7,4,7,24,24,24,51,2,1,2,-2,-2,28140,1,312,-2,29037,Cass County,2904,-94.547927,38.839578,142,1
176947,1,2,1,2,3,3,5,1,3,R,1345,R,820.0,R,525.0,R,1331.0,R,811.0,R,520.0,C,340.0,C,175.0,C,165.0,C,339.0,C,174.0,C,165.0,R,1.0,R,1.0,R,0.0,R,36.0,R,9.0,R,243.0,R,61.0,R,448.0,R,553.0,R,460.0,R,565.0,R,18.0,R,23.0,R,16.0,R,23.0,R,17.0,R,24.0,Central Methodist University-College of Liberal Arts and Sciences,CMU - CLAS,411 Central Methodist Square,Fayette,MO,65248-1198,29,4,Dr. Roger Drake,President,6602483391,430654854,075903641,245300,1,www.centralmethodist.edu/,www.centralmethodist.edu/admissions/,www.centralmethodist.edu/admissions/financial-aid/index.html,www.centralmethodist.edu/admissions/applications.html,www.centralmethodist.edu/admissions/financial-aid/calculator/npcalc.htm, ,www.centralmethodist.edu/academics/provost/student-consumer.html,www.centralmethodist.edu/academics/learning-teaching/disability-accommodations.html,2,1,2,5,1,2,30,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,2,22,15,0,11,2,11,22,22,22,32,2,2,1,Central Methodist University,200350,17860,1,190,-2,29089,Howard County,2904,-92.685253,39.150497,139,1
177144,1,3,3,3,3,3,5,1,3,R,2334,R,1910.0,R,412.0,R,2160.0,R,1806.0,R,354.0,R,242.0,R,143.0,R,99.0,R,242.0,R,143.0,R,99.0,R,0.0,R,0.0,R,0.0,R,8.0,R,3.0,R,35.0,R,14.0,R,500.0,R,550.0,R,470.0,R,530.0,R,19.0,R,25.0,R,17.0,R,23.0,R,17.0,R,24.0,Culver-Stockton College,CULVER|C-SC|,One College Hill,Canton,MO,63435-1299,29,4,Dr. Douglas B. Palmer,President,5732886000,430610813,075904953,246000,1,https://www.culver.edu/,https://www.culver.edu/admission/,https://www.culver.edu/value/,https://www.myculver.com/ICS/APPLY_NOW/Application.jnz,https://www.culver.edu/admissions/net-price-calculator/,https://www.culver.edu/admissions/federal-state-aid/,https://www.culver.edu/about/disclosures/,https://www.culver.edu/academics/student-success/,2,1,2,7,1,1,20,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,7,10,3,8,22,22,22,32,2,1,2,-2,-2,39500,2,448,-2,29111,Lewis County,2906,-91.529374,40.128993,139,1
177214,1,5,1,2,5,3,5,1,3,R,1949,R,795.0,R,1154.0,R,1275.0,R,518.0,R,757.0,R,320.0,R,127.0,R,193.0,R,320.0,R,127.0,R,193.0,R,0.0,R,0.0,R,0.0,R,34.0,R,11.0,R,195.0,R,61.0,R,530.0,R,650.0,R,520.0,R,620.0,R,23.0,R,30.0,R,23.0,R,31.0,R,23.0,R,28.0,Drury University, ,900 N. Benton Ave,Springfield,MO,65802-3791,29,4,Tim Cloyd,President,4178737879,440552049,007177447,246100,1,www.drury.edu/,www.drury.edu/admission/,www.drury.edu/financial-aid/,www.drury.edu/admission/Apply-to-Drury-University/,https://tcc.ruffalonl.com/Drury University/Freshman-Students,www.drury.edu/ccps/military-students,https://drurypanthers.com/documents/2019/9/19/2018_19_Graduation_Report.pdf,www.drury.edu/disability-support-services,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,20,13,6,12,3,11,19,19,19,22,2,2,2,-2,-2,44180,1,-2,-2,29077,Greene County,2907,-93.286192,37.219681,125,1
177542,1,2,1,3,3,3,1,2,3,R,495,R,209.0,R,286.0,R,322.0,R,112.0,R,210.0,R,130.0,R,66.0,R,64.0,R,123.0,R,64.0,R,59.0,R,7.0,R,2.0,R,5.0,R,15.0,R,15.0,R,104.0,R,85.0,R,532.0,R,638.0,R,538.0,R,679.0,R,19.0,R,24.0,R,18.0,R,25.0,R,17.0,R,24.0,Hannibal-LaGrange University, ,2800 Palmyra Rd,Hannibal,MO,63401,29,4,Dr. Anthony Allen,President,5732213675,431007642,071992002,908900,1,www.hlg.edu/,https://www.hlg.edu/admissions/,https://www.hlg.edu/admissions/financial-aid/,https://apply.hlg.edu/,https://npc.collegeboard.org/student/app/hlg,www.hlg.edu/admissions/financial-aid/,www.hlgtrojans.com/,www.hlg.edu/wp-content/uploads/2018/07/Services_Disability-Information.pdf,2,1,2,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,22,16,9,13,3,8,22,22,22,32,2,1,2,-2,-2,25300,2,448,-2,29127,Marion County,2906,-91.39094,39.729015,141,2
177968,1,5,5,5,5,3,5,1,3,R,3355,R,1505.0,R,1850.0,R,2511.0,R,1055.0,R,1456.0,R,729.0,R,318.0,R,411.0,R,719.0,R,312.0,R,407.0,R,10.0,R,6.0,R,4.0,R,95.0,R,13.0,R,355.0,R,49.0,R,440.0,R,610.0,R,420.0,R,600.0,R,17.0,R,30.0,R,16.0,R,30.0,R,18.0,R,30.0,Lindenwood University, ,209 S Kingshighway,Saint Charles,MO,63301-1695,29,4,Dr. John R. Porter,President,6369492000,430652649,784232407,248000,1,https://www.lindenwood.edu/,https://www.lindenwood.edu/admissions/,https://www.lindenwood.edu/admissions/student-financial-services/,https://applylu.lindenwood.edu/login.asp?CAM=0,https://lindenwood.aidcalc.cloud/netprice.htm,https://www.lindenwood.edu/academics/support-resources/military-services/veterans-affairs/,https://www.lindenwood.edu/about/consumer-information/student-right-to-know/,https://www.lindenwood.edu/academics/support-resources/disability-services/,2,1,2,9,1,1,12,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,12,11,4,14,17,17,18,21,2,3,2,-2,-2,41180,1,476,-2,29183,St. Charles County,2903,-90.501286,38.785425,111,1
178059,1,2,1,2,5,5,5,1,2,R,3557,R,1282.0,R,2275.0,R,3256.0,R,1165.0,R,2091.0,R,834.0,R,284.0,R,550.0,R,610.0,R,231.0,R,379.0,R,224.0,R,53.0,R,171.0,R,55.0,R,7.0,R,311.0,R,37.0,R,500.0,R,620.0,R,500.0,R,610.0,R,19.0,R,26.0,R,18.0,R,26.0,R,17.0,R,25.0,Maryville University of Saint Louis, ,650 Maryville University Drive,Saint Louis,MO,63141-7299,29,4,Dr. Mark Lombardi,President,8006279855,430653369,071962146,248200,1,https://www.maryville.edu/,https://www.maryville.edu/admissions,https://www.maryville.edu/admissions/finaid/,https://www.maryville.edu/admissions/apply/,https://www.maryville.edu/net-price-calculator/index.html,https://www.maryville.edu/admissions/veterans,https://www.maryville.edu/admissions/financial-aid/consumer-information/,https://www.maryville.edu/fye/accommodations/,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,17,16,18,5,5,12,17,17,17,21,2,4,2,-2,-2,41180,1,476,-2,29189,St. Louis County,2902,-90.505998,38.644774,100,2
178244,1,2,1,2,1,3,5,1,3,R,699,R,351.0,R,348.0,R,432.0,R,222.0,R,210.0,R,236.0,R,133.0,R,103.0,R,235.0,R,133.0,R,102.0,R,1.0,R,0.0,R,1.0,R,33.0,R,14.0,R,173.0,R,73.0,R,460.0,R,570.0,R,410.0,R,540.0,R,17.0,R,29.0,R,15.0,R,23.0,R,16.0,R,23.0,Missouri Baptist University,MBU,One College Park Dr,Saint Louis,MO,63141-8698,29,4,Keith Ross,President,8774341115,430817015,071966519,754000,1,www.mobap.edu/,www.mobap.edu/admissions/,www.mobap.edu/financial-aid,https://apply.mobap.edu/#/register,www.mobap.edu/freshmannetcostcalculator/,www.mobap.edu/financial-aid/types-of-aid/financial-aid-veterans-assistance/, ,www.mobap.edu/student-life/support-services/success/special-needs-access/,2,1,2,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,2,18,16,12,11,4,10,18,18,18,32,2,2,2,-2,-2,41180,1,476,-2,29189,St. Louis County,2902,-90.462586,38.641526,114,1
178341,1,2,1,2,3,3,1,1,3,R,1695,R,660.0,R,1035.0,R,1642.0,R,640.0,R,1002.0,R,578.0,R,247.0,R,331.0,R,531.0,R,223.0,R,308.0,R,47.0,R,24.0,R,23.0,R,33.0,R,6.0,R,464.0,R,80.0,R,470.0,R,560.0,R,480.0,R,610.0,R,18.0,R,24.0,R,16.0,R,24.0,R,16.0,R,24.0,Missouri Southern State University,Missouri Southern,3950 E. Newman Road,Joplin,MO,64801-1595,29,4,Dr. Dean Van Galen,President,8668186778,430813540,835820341|848328878|170203736,248800,1,www.mssu.edu/,www.mssu.edu/offices/admissions/index.php,www.mssu.edu/financial-aid/index.php,https://mssu.force.com/onlineapplication/TX_SiteLogin?startURL=%2Fonlineapplication%2FTargetX_Portal__PB,www.mssu.edu/student-affairs/financial-aid/npcalc.html,www.mssu.edu/financial-aid/military-friendly-school.php,mssulions.com/documents/2019/6/5//Federal_Graduation_Rates.pdf?id=2104,www.mssu.edu/student-affairs/disability-services/,1,1,1,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,2,20,16,10,7,3,12,22,22,22,32,2,2,2,-2,-2,27900,1,309,-2,29097,Jasper County,2907,-94.461689,37.095155,124,1
178369,1,2,1,2,3,3,1,1,3,R,2342,R,1638.0,R,704.0,R,1543.0,R,1129.0,R,414.0,R,549.0,R,398.0,R,151.0,R,548.0,R,398.0,R,150.0,R,1.0,R,0.0,R,1.0,R,91.0,R,17.0,R,133.0,R,24.0,R,390.0,R,540.0,R,360.0,R,560.0,R,16.0,R,21.0,R,14.0,R,21.0,R,15.0,R,20.0,Missouri Valley College, ,500 E College St,Marshall,MO,65340,29,4,Dr. Bonnie Humphrey,President,6608314000,440545286,021212246,248900,1,https://www.moval.edu/,https://www.moval.edu/admissions-financial-aid,https://www.moval.edu/admissions-financial-aid,https://www.moval.edu/mvcb11/ApplicationHome.aspx,https://npc.collegeboard.org/student/app/moval,www.moval.edu/registrars-office/, ,www.moval.edu/academics/student-success/disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,2,22,15,3,11,3,11,22,22,22,32,2,2,2,-2,-2,32180,2,-2,-2,29195,Saline County,2905,-93.190654,39.108522,138,2
178396,2,2,1,1,3,2,5,1,3,R,19966,R,8344.0,R,11622.0,R,15283.0,R,6218.0,R,9065.0,R,4843.0,R,2095.0,R,2748.0,R,4781.0,R,2063.0,R,2718.0,R,62.0,R,32.0,R,30.0,R,342.0,R,7.0,R,3468.0,R,72.0,R,570.0,R,680.0,R,560.0,R,670.0,R,23.0,R,30.0,R,23.0,R,31.0,R,22.0,R,28.0,University of Missouri-Columbia, ,105 Jesse Hall,Columbia,MO,65211,29,4,Dr. Mun Y. Choi,Chancellor,5738822121,436003859,006326904,251600,1,https://missouri.edu/,https://admissions.missouri.edu/,https://financialaid.missouri.edu/,https://admissions.missouri.edu/apply/,https://financialaid.missouri.edu/cost-of-attendance/net-price-calculator/,https://veterans.missouri.edu/, ,https://disabilitycenter.missouri.edu/,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1,2,15,17,14,12,4,16,15,15,15,15,1,5,1,University of Missouri System,129160,17860,1,190,-2,29019,Boone County,2904,-92.328843,38.94531,92,1
